"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-15 ~ 2025-04-14"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3919","서울특별시 성동구 성수동2가","564-7","0564","0007","양지빌라1동","44.2600","21.8600","202503","30","150,000","-1","개인","개인","1994","성덕정길 104-16","-","중개거래","서울 성동구","-"
"3920","경기도 안성시 일죽면 송천리","499","0499","0000","국영빌라","58.5300","65.5000","202503","30","3,800","3","개인","개인","1997","대송길 78-1","-","직거래","-","25.04.24"
"3921","경기도 파주시 문발동","559","0559","0000","파주교하월드메르디앙타운하우스(101동-109동)","134.2205","159.6674","202503","30","73,000","4","개인","개인","2008","책향기로 319","-","중개거래","경기 파주시","-"
"3922","경기도 남양주시 퇴계원읍 퇴계원리","294-13","0294","0013","정우빌라","45.2700","39.0000","202503","30","13,000","1","개인","개인","1989","퇴계원로36번길 10-1","-","중개거래","경기 남양주시","25.04.22"
"3923","경기도 안성시 금산동","57-1","0057","0001","수정","58.4800","74.3845","202503","30","5,700","1","개인","개인","1979","안성맞춤대로 1128","-","중개거래","경기 안성시","25.04.07"
"3924","충청남도 부여군 부여읍 관북리","151-3","0151","0003","샤롯데하우스5차","67.7800","70.8750","202503","30","17,000","5","개인","개인","2015","흑천로12번길 29","-","중개거래","충남 부여군","-"
"3925","대전광역시 대덕구 비래동","127-6","0127","0006","대우주택(127-6)","45.2700","35.1090","202503","30","5,500","1","개인","개인","1992","비래동로23번길 11","20250408","중개거래","대전 동구","-"
"3926","경상북도 포항시 남구 대도동","114-3","0114","0003","수정맨션","59.8300","52.8908","202503","30","5,200","2","개인","개인","1978","포스코대로377번길 14","-","중개거래","경북 포항시 남구","25.04.11"
"3927","서울특별시 구로구 온수동","45-31","0045","0031","대흥빌라","73.2000","64.0000","202503","30","60,700","2","개인","개인","1985","경인로3길 97","-","중개거래","서울 구로구","-"
"3928","경기도 안산시 상록구 본오동","1136-1","1136","0001","더빌퍼스트","78.6630","46.2000","202503","30","35,000","3","개인","개인","2022","용신로끝길 31-6","-","직거래","-","25.04.29"
"3929","경기도 안산시 상록구 본오동","937-2","0937","0002","지유펠리체","61.2730","29.6906","202503","30","24,500","3","개인","법인","2021","오목로1길 18","-","직거래","-","25.04.30"
"3930","경기도 안산시 상록구 본오동","954-3","0954","0003","이클래스","66.9700","30.9400","202503","30","21,500","5","개인","개인","2018","샘골로2길 17","-","중개거래","경기 안산시 상록구, 서울 관악구","-"
"3931","서울특별시 성북구 장위동","219-57","0219","0057","스타팰리스","44.1600","25.1500","202503","30","35,000","3","개인","개인","2020","장위로11길 48","-","중개거래","서울 성북구","-"
"3932","경기도 수원시 권선구 서둔동","27-141","0027","0141","삼익리베리움(301,302동)","41.9500","28.8900","202503","30","18,000","3","개인","개인","2017","서호동로14번길 52-51","-","중개거래","경기 수원시 권선구","-"
"3933","경기도 안산시 상록구 본오동","673-12","0673","0012","산호파크빌A","64.6650","33.8900","202503","30","16,500","3","개인","개인","2013","샘골로4길 11-1","-","중개거래","경기 안산시 상록구","25.04.17"
"3934","서울특별시 은평구 구산동","15-3","0015","0003","미래하이빌","36.3500","21.9214","202503","30","23,400","4","개인","개인","2011","갈현로17나길 15-1","-","중개거래","서울 은평구","-"
"3935","서울특별시 동작구 신대방동","344-134","0344","0134","뉴스토리A동","28.9600","17.5700","202503","30","35,500","3","개인","개인","2017","보라매로7가길 6-1","-","중개거래","서울 동작구","-"
"3936","경기도 안산시 상록구 본오동","871-4","0871","0004","청록빌딩","84.9000","30.1000","202503","30","13,200","3","개인","개인","1992","샘골로 138","-","중개거래","경기 안산시 상록구","-"
"3937","인천광역시 미추홀구 주안동","981-1","0981","0001","조은빌라","36.4900","21.6500","202503","30","6,900","2","개인","개인","1990","경원대로897번길 29","-","중개거래","인천 동구","25.04.09"
"3938","인천광역시 계양구 작전동","856-176","0856","0176","삼화빌라103","40.6700","26.1200","202503","30","11,000","3","개인","법인","1993","계양대로140번길 26","-","중개거래","인천 계양구","-"
"3939","부산광역시 수영구 남천동","6-6","0006","0006","삼익(6-6)","63.1800","76.7000","202503","30","18,500","3","개인","개인","1978","남천동로104번길 19","-","중개거래","부산 수영구","25.04.18"
"3940","경기도 김포시 마산동","670-7","0670","0007","자이더빌리지포레스트4단지(401-415동)","84.9854","169.9862","202503","30","54,000","1","개인","개인","2018","김포한강8로 118","-","중개거래","경기 김포시","25.05.08"
"3941","서울특별시 강서구 화곡동","379-36","0379","0036","남성아트빌","38.3000","22.3700","202503","30","30,000","2","개인","개인","2016","강서로29길 69","-","중개거래","서울 강서구","-"
"3942","서울특별시 강서구 화곡동","772-14","0772","0014","대신맨션","101.4800","42.6280","202503","30","30,500","4","개인","개인","2002","까치산로18길 44-7","-","중개거래","서울 강서구","-"
"3943","서울특별시 강서구 화곡동","424-21","0424","0021","현대맨션","62.8800","36.7000","202503","30","24,500","3","개인","개인","1997","곰달래로19가길 8-20","-","중개거래","서울 강서구","25.04.17"
"3944","서울특별시 구로구 개봉동","345-9","0345","0009","진우빌라(345-9)","62.6000","32.4000","202503","30","30,800","1","개인","개인","2002","개봉로11길 18-15","-","중개거래","서울 구로구","-"
"3945","서울특별시 송파구 오금동","112-4","0112","0004","랜드파크빌(112-4)","37.6200","22.7800","202503","30","36,300","6","개인","개인","2014","문정로 267","-","중개거래","서울 송파구","-"
"3946","서울특별시 구로구 개봉동","11-21","0011","0021","부광빌라2차","56.9400","29.7000","202503","30","15,000","-1","개인","개인","1992","고척로19길 67-24","-","중개거래","서울 구로구","-"
"3947","경기도 수원시 팔달구 고등동","3-5","0003","0005","성원타운","45.5500","30.6600","202503","30","28,000","5","개인","개인","2016","고화로 100","-","중개거래","경기 수원시 팔달구","-"
"3948","경기도 수원시 장안구 송죽동","91-13","0091","0013","대주빌라","80.5500","48.2500","202503","30","19,000","3","개인","개인","1996","수일로 110","-","중개거래","경기 수원시 장안구","25.04.01"
"3949","서울특별시 은평구 수색동","377-13","0377","0013","성연이지빌","13.5000","12.6300","202503","30","12,000","2","개인","개인","2012","수색로 287-5","-","중개거래","서울 은평구","25.05.07"
"3950","인천광역시 부평구 부평동","438-29","0438","0029","대경가동","58.5000","22.9600","202503","30","14,200","3","개인","개인","2002","부평대로104번길 30","-","중개거래","인천 부평구","25.04.23"
"3951","대전광역시 중구 산성동","287-25","0287","0025","호성빌라나동","73.5200","40.3328","202503","30","11,000","2","개인","개인","2004","산성로15번길 23","-","중개거래","대전 서구, 대전 중구","-"
"3952","경상북도 경주시 구정동","410-6","0410","0006","서희빌C","62.8187","52.7052","202503","30","9,000","4","개인","개인","2016","시래둑길 43","-","중개거래","경북 경주시","25.04.28"
"3953","울산광역시 중구 태화동","748-10","0748","0010","SK공동주택","104.6200","190.7136","202503","30","42,000","3","개인","개인","1987","명정3길 24-2","-","중개거래","울산 중구","25.04.30"
"3954","서울특별시 동작구 노량진동","225-285","0225","0285","거성팔레스빌B동(225-285)","80.3800","52.3600","202503","30","158,000","4","개인","개인","2002","장승배기로20길 50","-","중개거래","서울 동작구","-"
"3955","인천광역시 미추홀구 도화동","641-70","0641","0070","신성드림빌","46.0800","16.0500","202503","30","7,000","4","개인","개인","2001","경인로162번길 26","-","중개거래","인천 미추홀구","-"
"3956","인천광역시 강화군 길상면 온수리","619-3","0619","0003","아로니움","62.0900","35.1260","202503","30","19,500","3","개인","법인","2021","삼랑성길 35","-","직거래","-","25.04.30"
"3957","제주특별자치도 서귀포시 표선면 표선리","829-4","0829","0004","정환빌라C동","75.5800","77.4500","202503","30","12,500","1","개인","개인","1997","표선백사로103번길 20","-","직거래","-","25.04.28"
"3958","부산광역시 기장군 기장읍 대라리","917","0917","0000","영호엔젤5차","59.7300","33.9525","202503","30","6,300","4","개인","개인","1995","차성서로109번길 13","-","중개거래","부산 기장군","-"
"3959","제주특별자치도 제주시 노형동","2973","2973","0000","노형다담빌리지2차","84.7800","153.6431","202503","30","45,500","2","개인","개인","2014","월광로 28","-","중개거래","제주 제주시","25.04.25"
"3960","충청북도 옥천군 옥천읍 마암리","22","0022","0000","필성빌리지","94.5100","100.0000","202503","30","5,000","3","개인","개인","1990","성신로 29-4","-","직거래","-","25.04.01"
"3961","서울특별시 은평구 갈현동","517-27","0517","0027","고은명가","29.3400","18.0700","202503","30","17,000","5","개인","개인","2014","갈현로27길 33-5","-","중개거래","서울 은평구","25.04.25"
"3962","경기도 수원시 권선구 세류동","360-8","0360","0008","해피하우스","58.0400","28.4600","202503","30","35,000","3","개인","개인","2024","세권로42번길 15-9","-","직거래","-","25.04.28"
"3963","경기도 용인시 처인구 백암면 백암리","153-5","0153","0005","골든빌라(가,나,다동)","77.4600","93.5700","202503","30","8,800","3","개인","개인","1999","덕평로26번길 43","-","직거래","-","25.04.14"
"3964","경기도 군포시 금정동","730-3","0730","0003","금정아트빌23","16.3300","9.4284","202503","30","15,500","4","개인","개인","2012","금정로 23","-","중개거래","경기 군포시","25.04.29"
"3965","서울특별시 강남구 일원동","653-14","0653","0014","(653-14)","24.3500","21.4900","202503","30","60,000","3","개인","개인","2021","양재대로47길 16","-","중개거래","서울 강남구","-"
"3966","경기도 광주시 신현동","421-21","0421","0021","블레스힐(108동)","66.5500","69.9430","202503","30","28,500","1","개인","개인","2019","문형산길157번길 37-2","-","중개거래","경기 광주시","25.04.17"
"3967","경기도 오산시 오산동","836-18","0836","0018","명문빌","16.3500","17.3800","202503","30","3,650","2","개인","개인","2008","성호대로93번길 48","-","중개거래","경기 오산시","25.04.16"
"3968","경기도 수원시 권선구 탑동","22-30","0022","0030","진영하이츠빌라","60.9000","31.8000","202503","30","17,500","3","개인","개인","2001","서둔로251번길 13-3","-","중개거래","경기 수원시 권선구","-"
"3969","경기도 화성시 매송면 어천리","330-4","0330","0004","효도빌라B동","35.6400","25.2500","202503","30","10,000","1","개인","개인","1991","매송로37번길 17-15","-","중개거래","경기 화성시","25.04.02"
"3970","대구광역시 동구 지저동","726","0726","0000","대신(ABC동)","72.0600","52.2770","202503","30","10,000","1","개인","개인","1993","해동로8길 25-7","-","중개거래","대구 동구","25.04.21"
"3971","경기도 화성시 비봉면 양노리","275-3","0275","0003","무지개빌라","60.1500","35.7000","202503","30","7,000","3","개인","개인","1992","양노로 90","-","중개거래","경기 화성시","25.04.18"
"3972","경기도 평택시 독곡동","285","0285","0000","세린더메인","81.7600","50.3600","202503","30","35,500","4","개인","법인","2023","오좌동길 47-12","-","직거래","-","25.04.17"
"3973","경기도 부천시 원미구 심곡동","154-1","0154","0001","영동아트빌","69.6900","31.7300","202503","30","21,500","3","개인","개인","2008","부흥로 416","-","중개거래","경기 부천시 원미구","-"
"3974","경기도 고양시 일산서구 덕이동","258-3","0258","0003","디자인하우스115동116동","70.0300","81.3840","202503","30","21,500","3","개인","개인","2016","덕이로 10-17","-","중개거래","경기 고양시 일산서구","-"
"3975","경기도 의왕시 삼동","215-21","0215","0021","프라임그린빌","62.3300","32.2650","202503","30","30,500","7","개인","개인","2017","중앙샛길 36-1","-","중개거래","경기 의왕시","-"
"3976","경기도 포천시 신읍동","209-8","0209","0008","해피펠리스","67.4600","32.1000","202503","30","13,200","3","개인","개인","2016","학동로 28","-","중개거래","경기 포천시","-"
"3977","경기도 고양시 덕양구 고양동","270-8","0270","0008","미래하이츠빌라F동","36.5800","34.3750","202503","30","5,500","2","개인","개인","1990","대양로285번길 20-2","-","중개거래","경기 고양시 덕양구","25.04.22"
