"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-15 ~ 2025-04-14"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"3009","부산광역시 금정구 부곡동","5**","단독","8m미만","133.68","255.00","202503","22","49,700","개인","개인","1976","가마실로","-","중개거래","부산 금정구"
"3010","서울특별시 강남구 일원동","6**","단독","8m미만","272.20","198.30","202503","22","287,000","개인","개인","1985","개포로128길","-","중개거래","서울 강남구"
"3011","충청남도 아산시 송악면 동화리","2*","단독","8m미만","84.54","271.00","202503","22","16,500","개인","개인","1987","송악로","-","중개거래","충남 천안시 서북구"
"3012","경상북도 경주시 사정동","1**","단독","8m미만","36.09","109.00","202503","22","29,000","법인","개인","1974","첨성로49번길","-","중개거래","경북 경주시"
"3013","부산광역시 영도구 봉래동4가","2**","단독","8m미만","27.92","31.00","202503","22","4,700","개인","개인","1985","다복솔길","-","중개거래","부산 남구"
"3014","전라남도 장흥군 장평면 우산리","7**","단독","8m미만","65.70","810.00","202503","22","15,210","개인","개인","2016","우산연동길","20250408","중개거래","광주 남구"
"3015","전라남도 장흥군 장평면 우산리","7**","단독","8m미만","65.70","810.00","202503","22","15,210","개인","개인","2016","우산연동길","-","중개거래","광주 남구"
"3016","광주광역시 남구 월산동","9**","단독","12m미만","112.55","119.40","202503","22","18,000","개인","개인","1983","대남대로340번길","-","중개거래","광주 남구"
"3017","부산광역시 수영구 광안동","6**","단독","8m미만","130.10","129.00","202503","22","49,000","개인","개인","1985","광일로29번길","-","중개거래","부산 수영구"
"3018","충청남도 금산군 금성면 도곡리","2**","단독","8m미만","59.24","333.00","202503","22","12,500","개인","개인","2009","못안길","-","중개거래","대전 유성구"
"3019","서울특별시 광진구 중곡동","2*","다가구","8m미만","443.34","207.30","202503","22","173,000","개인","개인","1998","용마산로25길","-","중개거래","서울 광진구"
"3020","충청남도 천안시 동남구 풍세면 풍서리","6**","단독","8m미만","117.15","418.00","202503","22","22,000","개인","개인","2005","광풍로","-","중개거래","충남 천안시 동남구"
"3021","부산광역시 금정구 서동","2**","단독","8m미만","68.86","117.40","202503","22","24,800","개인","개인","1978","중군진로","-","중개거래","부산 금정구"
"3022","광주광역시 서구 쌍촌동","1***","단독","8m미만","119.88","184.70","202503","22","34,000","개인","개인","2003","상무대로884번길","-","직거래","-"
"3023","경상남도 창원시 성산구 신월동","1*","단독","8m미만","110.25","108.40","202503","22","37,000","개인","개인","1994","창이대로566번길","-","중개거래","경남 창원시 성산구"
"3024","광주광역시 서구 광천동","1**","단독","8m미만","94.05","753.00","202503","22","88,500","개인","개인","2000","광천1길","-","중개거래","광주 서구"
"3025","서울특별시 서대문구 충정로3가","*","단독","8m미만","63.96","47.30","202503","22","90,000","개인","개인","1984","경기대로9안길","-","중개거래","서울 서대문구"
"3026","서울특별시 영등포구 문래동4가","2*","단독","12m미만","306.58","119.00","202503","22","170,000","개인","개인","1959","도림로143길","-","중개거래","서울 영등포구"
"3027","인천광역시 강화군 화도면 흥왕리","5**","단독","8m미만","97.50","324.00","202503","22","17,940","개인","개인","2014","해안남로","-","중개거래","인천 강화군"
"3028","강원특별자치도 횡성군 청일면 초현리","2**","단독","8m미만","75.00","380.00","202503","22","15,000","개인","개인","2018","청정로초현3길","-","중개거래","강원 횡성군"
"3029","경기도 김포시 통진읍 옹정리","5*","단독","8m미만","80.84","298.00","202503","22","48,129","개인","개인","2021","마송2로","-","중개거래","경기 고양시 덕양구"
"3030","강원특별자치도 강릉시 교동","1**","단독","8m미만","400.25","113.00","202503","22","52,900","개인","개인","2014","강릉대로202번길","-","중개거래","강원 강릉시"
"3031","경상남도 밀양시 부북면 춘화리","1**","단독","8m미만","99.20","380.00","202503","22","20,000","개인","개인","2018","화산1길","-","중개거래","경남 밀양시"
"3032","충청남도 천안시 동남구 신부동","8**","다가구","12m미만","628.37","364.00","202503","22","97,000","개인","개인","2002","중앙로","-","중개거래","충남 천안시 서북구"
"3033","경상북도 칠곡군 동명면 남원리","5**","단독","8m미만","152.47","547.00","202503","22","43,000","개인","개인","2017","남원로3길","-","중개거래","경북 칠곡군"
"3034","강원특별자치도 춘천시 효자동","1**","단독","12m미만","46.83","152.00","202503","22","17,000","개인","개인","1971","효평길","-","중개거래","강원 춘천시"
"3035","충청북도 옥천군 옥천읍 옥각리","3**","단독","8m미만","84.87","322.00","202503","22","14,000","개인","개인","1993","옥각길","-","직거래","-"
"3036","전라남도 나주시 남외동","1**","단독","8m미만","63.97","162.00","202503","22","4,500","개인","개인","1981","학생운동길","-","중개거래","전남 나주시"
"3037","충청북도 괴산군 소수면 옥현리","4**","단독","8m미만","84.12","547.00","202503","22","22,000","개인","개인","2021","옥현2길","-","중개거래","충북 괴산군"
"3038","광주광역시 북구 두암동","8**","단독","8m미만","125.65","141.60","202503","22","10,000","개인","개인","1990","동문대로86번길","-","중개거래","광주 북구"
"3039","강원특별자치도 춘천시 동내면 학곡리","1**","단독","8m미만","93.48","653.00","202503","22","25,000","개인","개인","1979","원창고개길","-","중개거래","강원 춘천시"
"3040","서울특별시 강동구 길동","3**","단독","8m미만","144.96","96.90","202503","22","69,000","개인","개인","1988","진황도로47길","-","중개거래","서울 강동구"
"3041","전라남도 영암군 삼호읍 용앙리","1***","단독","8m미만","21.00","215.00","202503","22","13,000","개인","개인","2018","대불주거1로1길","-","중개거래","전남 영암군"
"3042","인천광역시 강화군 양사면 북성리","6**","단독","8m미만","45.92","367.00","202503","22","10,500","개인","개인","1949","생설미길","-","중개거래","인천 강화군"
"3043","전북특별자치도 익산시 용안면 중신리","2**","단독","8m미만","81.10","681.00","202503","22","2,900","개인","개인","1940","하신1길","20250409","중개거래","전북 김제시"
"3044","경기도 여주시 흥천면 효지리","7*","단독","8m미만","99.27","717.00","202503","22","25,500","개인","개인","1999","큰말길","-","중개거래","경기 여주시, 경기 용인시 처인구"
"3045","경기도 이천시 신둔면 도암리","4**","단독","8m미만","161.01","397.00","202503","22","53,400","개인","개인","2021","증신로522번길","-","중개거래","경기 이천시"
"3046","강원특별자치도 강릉시 옥천동","1*","단독","12m미만","73.16","57.00","202503","22","17,000","개인","개인","1997","수문길","-","중개거래","강원 강릉시"
"3047","서울특별시 광진구 중곡동","8*","단독","12m미만","340.11","192.10","202503","22","242,000","개인","개인","1974","자양로43길","-","중개거래","서울 광진구"
"3048","대구광역시 수성구 상동","2**","단독","25m미만","165.56","144.00","202503","22","43,500","개인","개인","1986","상화로","-","중개거래","대구 수성구"
"3049","경기도 하남시 덕풍동","3**","단독","8m미만","173.64","105.00","202503","22","50,880","개인","개인","1982","신장로181번길","-","중개거래","경기 하남시"
"3050","부산광역시 영도구 동삼동","9**","단독","8m미만","50.54","99.00","202503","22","4,500","개인","개인","1976","태종로","-","직거래","-"
"3051","강원특별자치도 원주시 개운동","3**","단독","12m미만","272.89","117.90","202503","22","35,700","개인","개인","1993","개운로","-","중개거래","강원 원주시"
"3052","전북특별자치도 전주시 덕진구 덕진동2가","3**","단독","8m미만","70.30","134.00","202503","22","28,100","개인","개인","1985","하가5길","-","중개거래","전북 전주시 덕진구"
"3053","경기도 남양주시 별내동","1***","다가구","12m미만","498.55","264.40","202503","22","230,000","개인","개인","2012","별내중앙로58번길","-","중개거래","경기 남양주시"
"3054","인천광역시 남동구 구월동","1***","단독","12m미만","233.37","163.60","202503","22","44,000","개인","개인","1989","문화서로46번길","-","중개거래","인천 남동구"
"3055","충청남도 청양군 대치면 탄정리","*","단독","8m미만","41.25","223.00","202503","22","4,400","개인","개인","","까치내로","-","직거래","-"
"3056","세종특별자치시  금남면 성강리","4**","단독","8m미만","90.62","381.00","202503","22","17,000","개인","개인","2005","샘골길","-","중개거래","충남 공주시"
"3057","충청북도 충주시 동량면 조동리","1***","단독","8m미만","83.23","181.00","202503","22","10,300","개인","개인","1993","관암1길","-","중개거래","충북 충주시"
"3058","부산광역시 해운대구 우동","2**","단독","8m미만","101.85","142.00","202503","22","96,000","개인","개인","1985","우동3로","-","중개거래","부산 해운대구"
"3059","경기도 성남시 수정구 태평동","4***","다가구","8m미만","133.66","67.10","202503","22","50,000","개인","개인","1989","남문로55번길","-","중개거래","경기 성남시 수정구"
"3060","경기도 고양시 일산동구 마두동","9**","다가구","12m미만","332.01","231.60","202503","22","114,000","개인","개인","2003","산두로","-","중개거래","경기 고양시 일산동구"
"3061","강원특별자치도 원주시 단계동","1***","다가구","12m미만","408.43","205.10","202503","22","79,000","개인","개인","2013","백간공원길","-","중개거래","강원 원주시"
"3062","강원특별자치도 원주시 우산동","1**","단독","25m미만","160.75","198.80","202503","22","11,000","개인","개인","1981","우산로","-","중개거래","강원 원주시"
"3063","대전광역시 중구 문창동","1**","단독","8m미만","50.80","87.30","202503","22","6,200","개인","개인","1985","대종로334번길","-","중개거래","대전 중구"
"3064","전북특별자치도 부안군 계화면 계화리","2**","단독","8m미만","74.40","255.00","202503","22","5,300","개인","개인","1996","계중길","-","중개거래","전북 김제시"
"3065","충청남도 서산시 부석면 강수리","6**","단독","8m미만","98.00","330.00","202503","22","14,800","개인","개인","2016","강수1길","-","중개거래","충남 서산시"
"3066","충청북도 제천시 금성면 위림리","7*","단독","8m미만","69.00","298.00","202503","22","8,500","개인","개인","1996","청풍호로29안길","-","중개거래","충북 제천시"
"3067","서울특별시 중구 신당동","5*","단독","8m미만","172.45","96.00","202503","22","94,700","개인","개인","1992","다산로36나길","-","중개거래","서울 중구"
"3068","충청남도 논산시 벌곡면 양산리","2**","단독","8m미만","45.40","545.00","202503","22","8,300","개인","개인","1970","대둔로925번길","-","직거래","-"
"3069","충청북도 청주시 서원구 사창동","3**","단독","12m미만","305.01","182.00","202503","22","75,000","개인","개인","2016","창신로","-","중개거래","충북 청주시 서원구"
"3070","대구광역시 달서구 신당동","1***","다가구","25m미만","397.70","224.60","202503","22","134,000","개인","개인","2017","신당로","-","중개거래","대구 달서구"
"3071","제주특별자치도 서귀포시 안덕면 사계리","2***","단독","12m미만","99.57","394.33","202503","22","31,000","개인","개인","2017","사계북로","-","중개거래","제주 서귀포시"
"3072","전라남도 광양시 광양읍 세풍리","1**","단독","8m미만","63.00","189.00","202503","22","9,800","개인","개인","1977","해창길","-","중개거래","전남 광양시"
"3073","강원특별자치도 강릉시 임당동","1*","다가구","12m미만","400.25","73.00","202503","22","34,100","개인","개인","2014","강릉대로202번길","-","중개거래","강원 강릉시"
"3074","전라남도 영광군 법성면 월산리","5**","단독","8m미만","64.80","344.00","202503","22","1,500","개인","개인","1950","용성월산로5길","-","직거래","-"
"3075","서울특별시 동작구 대방동","1*","단독","8m미만","111.40","149.00","202503","22","140,000","개인","개인","1971","등용로","-","중개거래","경기 수원시 영통구, 서울 동작구"
"3076","경상북도 안동시 태화동","2**","단독","8m미만","45.36","91.10","202503","22","4,700","개인","개인","1978","서경지5길","20250325","중개거래","경북 안동시"
"3077","서울특별시 강북구 미아동","6**","단독","8m미만","35.73","52.00","202503","22","59,000","개인","개인","1985","삼양로20길","-","중개거래","서울 강북구"
"3078","경기도 양평군 서종면 수입리","2**","단독","8m미만","190.38","593.00","202503","22","51,500","개인","개인","2009","화서로393번길","-","중개거래","경기 양평군"
"3079","전라남도 함평군 함평읍 내교리","3**","단독","8m미만","54.28","189.00","202503","22","13,000","개인","개인","1990","남일길","-","직거래","-"
"3080","대전광역시 유성구 신성동","1**","다가구","12m미만","443.34","268.70","202503","22","65,000","개인","개인","1998","신성남로95번길","-","중개거래","대전 유성구"
"3081","대전광역시 대덕구 오정동","3**","다가구","12m미만","167.22","160.90","202503","22","31,200","개인","개인","1988","오정로23번길","-","중개거래","대전 대덕구"
"3082","경상북도 구미시 해평면 산양리","2*","단독","8m미만","59.50","714.00","202503","22","8,574","개인","개인","1980","산양2길","-","중개거래","경북 구미시"
"3083","충청남도 공주시 사곡면 운암리","4**","단독","8m미만","33.28","397.00","202503","22","7,000","개인","개인","2019","구름재길","-","직거래","-"
"3084","광주광역시 남구 노대동","4**","단독","8m미만","98.55","175.00","202503","22","34,000","개인","개인","2019","노대마을3길","-","중개거래","광주 남구"
"3085","경기도 평택시 팽성읍 대사리","1**","다가구","8m미만","454.73","569.00","202503","22","48,500","개인","개인","2008","대사1길","-","중개거래","경기 평택시"
"3086","충청북도 단양군 가곡면 가대리","3**","단독","8m미만","85.86","660.00","202503","22","13,000","개인","개인","2014","가대5길","-","중개거래","충북 제천시"
"3087","충청북도 청주시 청원구 내덕동","3**","단독","12m미만","125.01","172.00","202503","21","19,300","개인","개인","1978","공항로43번길","-","중개거래","충북 청주시 청원구"
"3088","대구광역시 서구 비산동","1***","단독","25m미만","182.55","114.70","202503","21","35,000","개인","개인","1989","달서천로53길","-","중개거래","대구 서구"
"3089","대구광역시 북구 노원동2가","2**","단독","8m미만","59.35","207.60","202503","21","25,000","개인","개인","1976","노원로10길","-","중개거래","대구 북구"
"3090","대구광역시 북구 노원동2가","5*","단독","8m미만","38.92","81.30","202503","21","9,500","개인","개인","1970","노원로16길","-","중개거래","대구 북구"
"3091","부산광역시 서구 아미동2가","1**","단독","8m미만","74.15","136.50","202503","21","6,400","개인","개인","1974","해돋이로","-","중개거래","부산 서구"
"3092","인천광역시 중구 용동","7*","단독","8m미만","42.98","76.00","202503","21","9,500","개인","개인","1900","큰우물로20번길","-","직거래","-"
"3093","서울특별시 강동구 천호동","3**","단독","8m미만","192.00","149.10","202503","21","136,037","법인","개인","1983","천중로3길","-","직거래","-"
"3094","인천광역시 미추홀구 도화동","9*","단독","25m이상","147.11","536.60","202503","21","337,000","법인","법인","1974","석정로","-","직거래","-"
"3095","인천광역시 미추홀구 도화동","9*","단독","8m미만","119.82","149.30","202503","21","46,300","법인","법인","1990","석정로212번길","-","직거래","-"
"3096","경기도 수원시 장안구 정자동","4*","단독","8m미만","69.41","143.00","202503","21","47,300","공공기관","개인","1977","수성로261번길","-","중개거래","경기 수원시 권선구"
"3097","서울특별시 강동구 천호동","3**","다가구","8m미만","185.93","104.80","202503","21","99,087","법인","개인","1991","천중로3길","-","직거래","-"
"3098","인천광역시 남동구 만수동","9**","단독","12m미만","376.57","157.70","202503","21","41,000","개인","개인","1989","복개동로56번길","-","중개거래","인천 남동구"
"3099","서울특별시 강동구 천호동","3**","다가구","8m미만","197.10","103.00","202503","21","99,630","법인","개인","1995","천중로3길","-","직거래","-"
"3100","광주광역시 서구 광천동","2**","단독","8m미만","82.83","134.00","202503","21","39,300","개인","개인","1978","광천2길","-","중개거래","광주 서구"
"3101","광주광역시 서구 화정동","8**","단독","25m이상","131.40","238.70","202503","21","162,000","개인","개인","1989","월드컵4강로","-","중개거래","광주 광산구"
"3102","경기도 수원시 장안구 정자동","4*","단독","8m미만","69.41","143.00","202503","21","47,300","공공기관","개인","1977","수성로261번길","20250324","중개거래","경기 수원시 권선구"
"3103","광주광역시 광산구 동림동","1**","단독","8m미만","110.69","860.00","202503","21","5,000","개인","개인","1914","본량구룡길","-","직거래","-"
"3104","서울특별시 서초구 서초동","1***","단독","8m미만","128.26","283.60","202503","21","266,000","개인","개인","1973","서초중앙로8길","-","중개거래","경기 하남시"
"3105","대전광역시 중구 문화동","*","다가구","12m미만","747.33","374.00","202503","21","191,000","개인","개인","2007","계룡로918번길","-","중개거래","대전 서구"
"3106","대전광역시 서구 변동","2**","단독","12m미만","416.97","283.00","202503","21","61,000","개인","개인","1991","변동서로28번길","-","중개거래","대전 서구"
"3107","대전광역시 서구 월평동","5**","다가구","12m미만","492.90","228.00","202503","21","66,000","개인","개인","1997","한밭대로600번길","-","중개거래","대전 서구"
"3108","대전광역시 유성구 신성동","1**","다가구","8m미만","450.33","210.60","202503","21","53,250","개인","개인","1998","신성로68번길","-","중개거래","대전 유성구"
"3109","서울특별시 관악구 신림동","1***","다가구","8m미만","350.83","175.20","202503","21","167,000","개인","개인","2017","남부순환로152가길","-","직거래","-"
"3110","울산광역시 중구 학성동","4*","단독","12m미만","162.57","149.00","202503","21","32,000","개인","개인","1990","서원10길","-","직거래","-"
"3111","울산광역시 남구 무거동","1***","다가구","12m미만","349.64","221.90","202503","21","43,000","개인","개인","2006","와와로","-","직거래","-"
"3112","울산광역시 동구 화정동","6**","다가구","8m미만","261.54","140.10","202503","21","37,550","개인","개인","2012","화정3길","-","중개거래","울산 동구"
"3113","경기도 의정부시 가능동","3**","단독","8m미만","154.69","113.00","202503","21","15,000","개인","개인","1990","녹양로18번길","-","직거래","-"
"3114","경기도 동두천시 동두천동","1**","단독","8m미만","98.51","505.00","202503","21","38,000","개인","개인","2019","안창말로42번길","-","중개거래","경기 동두천시"
"3115","경기도 오산시 오산동","7*","단독","8m미만","72.40","165.00","202503","21","15,000","개인","개인","1971","경기동로8번길","-","중개거래","경기 오산시"
"3116","서울특별시 동작구 노량진동","2**","단독","8m미만","136.25","103.00","202503","21","200,000","개인","개인","1990","노량진로10가길","-","중개거래","서울 동작구"
"3117","서울특별시 동작구 노량진동","2**","단독","8m미만","33.06","129.00","202503","21","189,000","개인","개인","1975","장승배기로20다길","-","중개거래","서울 동작구, 서울 성동구"
"3118","서울특별시 동작구 노량진동","2**","단독","8m미만","136.25","103.00","202503","21","200,000","개인","개인","1990","노량진로10가길","20250331","중개거래","서울 동작구"
"3119","서울특별시 금천구 시흥동","9**","단독","8m미만","181.05","119.60","202503","21","62,000","법인","개인","1989","금하로24다길","-","중개거래","서울 금천구"
"3120","전라남도 목포시 산정동","1***","단독","8m미만","29.75","105.00","202503","21","6,000","개인","개인","1983","고하대로646번길","-","직거래","-"
"3121","전라남도 목포시 옥암동","1***","다가구","12m미만","377.19","232.30","202503","21","67,800","개인","개인","2017","후광대로105번안길","-","직거래","-"
"3122","전라남도 여수시 연등동","4**","단독","8m미만","49.00","175.00","202503","21","6,000","개인","개인","2002","연등1길","-","직거래","-"
"3123","전라남도 순천시 옥천동","1**","단독","8m미만","77.02","145.00","202503","21","5,250","개인","개인","1978","옥천길","-","직거래","-"
"3124","서울특별시 양천구 목동","7**","다가구","8m미만","176.70","120.50","202503","21","65,000","개인","개인","1992","목동중앙남로11길","-","중개거래","서울 양천구"
"3125","서울특별시 양천구 목동","7**","단독","8m미만","178.11","120.50","202503","21","65,000","개인","개인","1991","목동중앙남로11길","-","중개거래","서울 양천구"
"3126","서울특별시 양천구 목동","7**","다가구","8m미만","207.49","135.50","202503","21","100,000","개인","개인","1992","목동중앙남로11길","-","중개거래","서울 양천구"
"3127","경상북도 경주시 동천동","9**","단독","8m미만","72.00","148.80","202503","21","12,000","개인","개인","2005","초당길133번길","-","중개거래","경북 경주시"
"3128","경상북도 경주시 시래동","1***","다가구","12m미만","466.49","272.50","202503","21","50,000","개인","개인","2015","구매1길","-","직거래","-"
"3129","경상북도 구미시 신평동","1**","다가구","8m미만","107.77","122.00","202503","21","10,500","개인","개인","1977","구미대로32길","-","중개거래","경북 구미시"
"3130","경상북도 구미시 구평동","4**","다가구","12m미만","324.78","197.90","202503","21","11,500","개인","개인","2003","인동46길","-","중개거래","경북 구미시"
"3131","서울특별시 서대문구 연희동","4**","다가구","8m미만","432.38","331.00","202503","21","300,000","개인","개인","2022","연희로11마길","-","중개거래","서울 서대문구"
"3132","서울특별시 서대문구 북아현동","4*","다가구","8m미만","177.00","109.00","202503","21","137,557","개인","개인","1991","신촌로37길","-","중개거래","서울 마포구, 서울 서대문구"
"3133","경상남도 진주시 상봉동","1***","단독","12m미만","210.00","120.30","202503","21","21,800","개인","개인","1995","진주성로100번길","-","중개거래","경남 진주시"
"3134","경상남도 진주시 하대동","3**","단독","12m미만","427.17","190.60","202503","21","50,000","개인","개인","2005","도동로239번길","-","중개거래","경남 진주시"
"3135","서울특별시 은평구 응암동","3**","단독","8m미만","117.41","76.00","202503","21","60,000","개인","개인","2022","응암로16길","-","중개거래","서울 은평구"
"3136","제주특별자치도 제주시 이도일동","1***","단독","8m미만","79.33","351.00","202503","21","23,058","개인","개인","1990","중앙로19길","-","중개거래","제주 제주시"
"3137","충청북도 청주시 서원구 죽림동","1**","단독","8m미만","99.72","343.00","202503","21","36,500","개인","개인","2021","대림로421번길","-","직거래","-"
"3138","서울특별시 노원구 월계동","3**","단독","8m미만","145.03","126.00","202503","21","56,000","개인","개인","1975","광운로19가길","-","중개거래","서울 노원구"
"3139","강원특별자치도 춘천시 송암동","1**","단독","8m미만","876.94","399.00","202503","21","144,497","법인","법인","2024","송암길","-","직거래","-"
"3140","서울특별시 강북구 수유동","3**","단독","8m미만","312.84","267.00","202503","21","133,000","개인","개인","1978","인수봉로64길","-","중개거래","경기 용인시 기흥구, 서울 노원구"
"3141","전북특별자치도 군산시 문화동","1*","단독","12m미만","210.23","352.90","202503","21","17,000","개인","개인","1977","삼화2길","-","중개거래","전북 군산시"
"3142","전북특별자치도 김제시 요촌동","5**","단독","8m미만","79.52","364.00","202503","21","12,000","개인","개인","1979","남북13길","-","직거래","-"
"3143","경상북도 포항시 남구 대도동","8*","다가구","12m미만","352.43","171.60","202503","21","65,000","개인","개인","2018","양학천로88번길","20250411","중개거래","경북 포항시 남구"
"3144","경상북도 포항시 남구 대도동","8*","다가구","12m미만","352.43","171.60","202503","21","65,000","개인","개인","2018","양학천로88번길","-","중개거래","경북 포항시 남구"
"3145","경기도 안산시 상록구 사동","1***","다가구","25m미만","558.99","269.50","202503","21","120,000","법인","개인","2006","이화로","-","직거래","-"
"3146","경기도 용인시 기흥구 상갈동","4**","다가구","12m미만","491.40","235.50","202503","21","99,000","개인","개인","2022","금화로105번길","-","중개거래","경기 용인시 기흥구"
"3147","경기도 용인시 기흥구 보라동","3**","단독","8m미만","221.91","267.00","202503","21","63,565","개인","개인","2020","용구대로1900번길","-","중개거래","경기 용인시 기흥구"
"3148","경상남도 창원시 성산구 신월동","1*","다가구","12m미만","233.52","250.70","202503","21","43,500","개인","개인","2010","신월로5번길","-","중개거래","경남 창원시 성산구"
"3149","대구광역시 달성군 하빈면 봉촌리","1***","단독","8m미만","66.34","116.00","202503","21","4,500","개인","개인","1962","하빈남로77길","-","직거래","-"
"3150","울산광역시 울주군 언양읍 서부리","1**","단독","25m미만","60.98","242.00","202503","21","70,000","개인","개인","1986","서문6길","-","중개거래","울산 울주군"
"3151","울산광역시 울주군 범서읍 구영리","8**","다가구","8m미만","419.31","355.50","202503","21","95,000","개인","개인","2013","점촌안길","-","중개거래","울산 울주군"
"3152","서울특별시 중랑구 면목동","9*","다가구","8m미만","164.01","92.60","202503","21","64,700","법인","개인","1991","면목로78길","-","중개거래","서울 중랑구"
"3153","경기도 남양주시 화도읍 구암리","1**","단독","8m미만","47.20","270.00","202503","21","18,000","개인","개인","2021","경춘로2647번길","-","직거래","-"
"3154","경기도 남양주시 화도읍 녹촌리","2*","단독","8m미만","430.22","1275.00","202503","21","144,666","개인","개인","2011","경춘로","-","중개거래","경기 남양주시"
"3155","경기도 남양주시 화도읍 녹촌리","2*","단독","8m미만","216.57","615.00","202503","21","62,253","개인","개인","1991","","-","중개거래","경기 남양주시"
"3156","서울특별시 중랑구 면목동","9*","다가구","8m미만","169.70","93.90","202503","21","86,000","법인","개인","1991","면목로78길","-","중개거래","서울 중랑구"
"3157","서울특별시 중랑구 면목동","9*","다가구","8m미만","198.30","107.80","202503","21","96,170","법인","개인","1991","면목로78길","-","중개거래","서울 중랑구"
"3158","경기도 김포시 양촌읍 유현리","3**","단독","8m미만","99.05","326.00","202503","21","40,000","개인","개인","1991","대곶남로","-","직거래","-"
"3159","경기도 화성시 향남읍 상신리","1***","다가구","12m미만","482.28","268.90","202503","21","112,000","개인","개인","2015","상신하길로135번길","-","중개거래","경기 화성시"
"3160","서울특별시 동대문구 장안동","1**","단독","12m미만","137.64","88.00","202503","21","63,000","개인","개인","1988","답십리로63길","-","중개거래","서울 동대문구"
"3161","경기도 광주시 곤지암읍 삼합리","3**","단독","8m미만","157.86","541.00","202503","21","28,700","개인","기타","2002","만삼로257번길","-","직거래","-"
"3162","경기도 포천시 영북면 자일리","7**","단독","8m미만","79.20","232.00","202503","21","13,500","개인","개인","1997","북원로81번길","-","중개거래","경기 포천시"
"3163","경기도 여주시 북내면 장암리","2**","단독","12m미만","169.44","658.00","202503","21","37,500","개인","개인","2007","행골길","-","중개거래","경기 여주시"
"3164","경기도 여주시 산북면 주어리","5**","단독","8m미만","91.65","495.00","202503","21","14,000","개인","개인","1999","주어2길","-","직거래","-"
"3165","경기도 가평군 상면 항사리","6**","단독","8m미만","127.43","530.00","202503","21","32,924","개인","개인","2019","축령로70번길","-","중개거래","경기 가평군"
"3166","경기도 양평군 양평읍 공흥리","6**","단독","8m미만","130.52","367.00","202503","21","44,907","개인","개인","2020","중앙로91번길","-","직거래","-"
"3167","경기도 양평군 양서면 대심리","5*","단독","8m미만","98.81","300.00","202503","21","24,000","개인","개인","1998","대심웃골길","-","중개거래","경기 양평군"
"3168","경기도 양평군 개군면 계전리","1*","단독","8m미만","106.17","459.00","202503","21","28,000","개인","개인","2016","추읍로","-","직거래","-"
"3169","충청북도 보은군 보은읍 학림리","1**","단독","8m미만","82.54","688.00","202503","21","1,500","개인","개인","1950","학림길","-","직거래","-"
"3170","충청북도 보은군 탄부면 임한리","1**","단독","8m미만","73.50","615.00","202503","21","1,000","개인","개인","1980","임한숲3길","-","직거래","-"
"3171","충청북도 영동군 학산면 서산리","7**","단독","12m미만","125.73","162.00","202503","21","1,900","개인","개인","1992","","-","직거래","-"
"3172","충청북도 괴산군 연풍면 원풍리","6**","단독","8m미만","94.90","192.00","202503","21","10,500","개인","개인","2001","신풍3길","-","직거래","-"
"3173","충청북도 괴산군 칠성면 비도리","2*","단독","8m미만","87.39","680.00","202503","21","13,000","개인","개인","2018","비도2길","-","직거래","-"
"3174","충청북도 괴산군 칠성면 태성리","4**","단독","12m미만","79.78","421.00","202503","21","8,600","개인","개인","1998","미선로","-","중개거래","충북 괴산군"
"3175","충청북도 괴산군 청천면 삼송리","5*","단독","8m미만","56.20","532.00","202503","21","4,100","개인","개인","2005","삼송4길","-","직거래","-"
"3176","충청북도 음성군 생극면 차곡리","4**","단독","8m미만","89.96","415.00","202503","21","4,000","개인","개인","2005","차생로310번길","-","직거래","-"
"3177","충청남도 보령시 웅천읍 대창리","7**","단독","12m미만","114.20","222.00","202503","21","17,000","개인","개인","1985","장터8길","-","중개거래","충남 보령시"
"3178","충청남도 아산시 송악면 마곡리","6**","단독","8m미만","124.02","311.00","202503","21","25,000","개인","개인","2019","마곡길112번길","-","직거래","-"
"3179","충청남도 아산시 음봉면 동암리","4**","단독","8m미만","36.35","113.00","202503","21","5,000","개인","개인","1947","음봉로401번길","-","중개거래","충남 아산시"
"3180","충청남도 금산군 금산읍 하옥리","3**","단독","8m미만","156.45","304.00","202503","21","16,000","개인","개인","1999","방아동2길","-","중개거래","충남 금산군"
